load_id,DSID,assigned_UNSPSC8,group_id,part_number,part_name,part_description,supplier_id,supplier_name,supplier_part_number,supplier_site,quantity,quantity_uom,unit_price,annual_volume,price_curr_code,package_type,lot_size_quantity,assembly_flag,parent_part_number,parent_DSID,child_DSID,product_name,product_family,business_unit,client_id,numeric_1,numeric_1_uom,numeric_2,numeric_2_uom,numeric_3,numeric_3_uom,numeric_4,numeric_4_uom,numeric_5,numeric_5_uom,numeric_6,numeric_6_uom,numeric_7,numeric_7_uom,numeric_8,numeric_8_uom,numeric_9,numeric_9_uom,numeric_10,numeric_10_uom,numeric_11,numeric_11_uom,numeric_12,numeric_12_uom,numeric_13,numeric_13_uom,numeric_14,numeric_14_uom,numeric_15,numeric_15_uom,attribute_1,attribute_1_uom,attribute_2,attribute_2_uom,attribute_3,attribute_3_uom,attribute_4,attribute_4_uom,attribute_5,attribute_5_uom,attribute_6,attribute_6_uom,attribute_7,attribute_7_uom,attribute_8,attribute_8_uom,attribute_9,attribute_9_uom,attribute_10,attribute_10_uom
2,DS0006,32121506,NULL,21009304002,NULL,DSO TEST,0,MURATA ELECTRONICS,GRM155R61A105KE15D,NULL,NULL,NULL,NULL,2316611,USD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Capacitors,NULL,5,2,NULL,10000,pF,10,V,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"Capacitor, Fixed",NULL,Ceramic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
